"sampleIndex","randomSeed","assetContract","tokenSymbol","canonicalProtocol","canonicalVersion","canonicalPool","allCanonicalEvidence","direction","inputAsset","outputAsset","testAmount","recipient","chainId","provider","rmtFeeBps","feeAsset","providerSlippagePpm","maximumUserSlippagePpm","zeroXQuoteStatus","zeroXRouteStatus","invalidResponseReason","policyViolation","rmtParserDefect","expectedIntegratorFee","readOnlySimulationStatus","indicativeStatus","indicativeExpectedOutput","responseEconomics","integratorFeeDifferenceAtomic","expectedOutput","providerReportedMinimum","protectedOutput","executableBound","allowanceTarget","transactionTarget","transactionValue","calldataHash","settlerTarget","settlerRuntimeHash","targetRuntimeHash","firmStatus","fundedSimulation","caseOutcome","section","originalStatus","originalInputAmount","peepExtra"
"17","5272840","0x3d493A8Dd5199651D5449ff44fbf52dF1455799B","MONA","uniswap","3","0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e","[{""protocol"":""uniswap"",""version"":3,""pool"":""0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e""},{""protocol"":""uniswap"",""version"":4,""pool"":""0x24c8479141a866e3ac5b03c806dcb7c595a7da488b1685869f2b9b33e8ea0d3d""}]","BUY","0x0000000000000000000000000000000000000000","0x3d493A8Dd5199651D5449ff44fbf52dF1455799B","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","1250000000000","NOT_RUN_INSUFFICIENT_BALANCE","indicative","1417573684","{""sellAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""buyAsset"":""0x3d493a8dd5199651d5449ff44fbf52df1455799b"",""sellAmount"":""500000000000000"",""buyAmount"":""1417573684"",""minBuyAmount"":""1403536057"",""totalNetworkFee"":""88023890295000"",""integratorFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""750000000000"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","1417573684","1403536057","1403536057","true","","0x0000000000001fF3684f28c67538d4D072C22734","500000000000000","0x2c13386193bc90c2235ef8a9f4b11af785fdddca6b2ede62f06f7c53c976a21f","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747050"",""blockHash"":""0x50b0f56760d0699fa46b3dfd2e795fcff16fafb200d8e296bc6af9b758d08870"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0x2c13386193bc90c2235ef8a9f4b11af785fdddca6b2ede62f06f7c53c976a21f"",""gasLimit"":""323909"",""gasPrice"":""270551250"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""500000000000000"",""protectedOutput"":""1403536057"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"17","5272840","0x3d493A8Dd5199651D5449ff44fbf52dF1455799B","MONA","uniswap","3","0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e","[{""protocol"":""uniswap"",""version"":3,""pool"":""0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e""},{""protocol"":""uniswap"",""version"":4,""pool"":""0x24c8479141a866e3ac5b03c806dcb7c595a7da488b1685869f2b9b33e8ea0d3d""}]","SELL","0x3d493A8Dd5199651D5449ff44fbf52dF1455799B","0x0000000000000000000000000000000000000000","1417573684","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x3d493A8Dd5199651D5449ff44fbf52dF1455799B","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","3543934","NOT_RUN_INSUFFICIENT_BALANCE","indicative","486141096115170","{""sellAsset"":""0x3d493a8dd5199651d5449ff44fbf52df1455799b"",""buyAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""sellAmount"":""1417573684"",""buyAmount"":""486141096115170"",""minBuyAmount"":""481321069223292"",""totalNetworkFee"":""86948788378500"",""integratorFee"":{""asset"":""0x3d493a8dd5199651d5449ff44fbf52df1455799b"",""amount"":""3543934"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""730307104843"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0x3d493a8dd5199651d5449ff44fbf52df1455799b"",""amount"":""3543934"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","486141096115170","481321069223292","481321069223292","true","0x0000000000001fF3684f28c67538d4D072C22734","0x0000000000001fF3684f28c67538d4D072C22734","0","0xd8571314c09f0eca3f7d7af8bbafd6a8bcc4545afb5985ffc15711ef1acdcbbe","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747060"",""blockHash"":""0x335e55e3da9c86ae1628264e7d79d54821de350cb4bb5f07d684023228ae4628"",""balanceSlot"":""0xf043c50fe795c69f30b8ff78b84032dc53a9d87ca283ae10a1dacfbb648e83ef"",""allowanceSlot"":""0x8633cf2d93cf08d5beab4385c45958edebafa053650c03b0a14121e3dde9d80f"",""allowanceSpender"":""0x0000000000001fF3684f28c67538d4D072C22734"",""allowanceAtomic"":""1417573684"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0xd8571314c09f0eca3f7d7af8bbafd6a8bcc4545afb5985ffc15711ef1acdcbbe"",""gasLimit"":""321478"",""gasPrice"":""270373500"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""0"",""protectedOutput"":""481321069223292"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"18","5272840","0x87e2090283652685BD0cdf1c0e45263084C31e18","BACKSWAP","uniswap","4","0x6350ef58f29c823d26d833ae796d84fe0745f2f3d8d5288f1c01f3f7fbb89ab7","[{""protocol"":""uniswap"",""version"":4,""pool"":""0x6350ef58f29c823d26d833ae796d84fe0745f2f3d8d5288f1c01f3f7fbb89ab7""}]","BUY","0x0000000000000000000000000000000000000000","0x87e2090283652685BD0cdf1c0e45263084C31e18","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","1250000000000","NOT_RUN_INSUFFICIENT_BALANCE","indicative","58871618149839894845619","{""sellAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""buyAsset"":""0x87e2090283652685bd0cdf1c0e45263084c31e18"",""sellAmount"":""500000000000000"",""buyAmount"":""58871618149839894845619"",""minBuyAmount"":""58288789130156479881084"",""totalNetworkFee"":""359071512030000"",""integratorFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""750000000000"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","58871618149839894845619","58288789130156479881084","58288789130156479881084","true","","0x0000000000001fF3684f28c67538d4D072C22734","500000000000000","0x2601a511a746ec24f90ec6820770f08bf4b7a2bc26fb910ca205caf03e1ce568","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747075"",""blockHash"":""0xec55035f6e4e6d4914cda463978f2b601c162ec8533d2429a26def4d6cbe4952"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0x2601a511a746ec24f90ec6820770f08bf4b7a2bc26fb910ca205caf03e1ce568"",""gasLimit"":""1321318"",""gasPrice"":""270465750"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""500000000000000"",""protectedOutput"":""58288789130156479881084"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"18","5272840","0x87e2090283652685BD0cdf1c0e45263084C31e18","BACKSWAP","uniswap","4","0x6350ef58f29c823d26d833ae796d84fe0745f2f3d8d5288f1c01f3f7fbb89ab7","[{""protocol"":""uniswap"",""version"":4,""pool"":""0x6350ef58f29c823d26d833ae796d84fe0745f2f3d8d5288f1c01f3f7fbb89ab7""}]","SELL","0x87e2090283652685BD0cdf1c0e45263084C31e18","0x0000000000000000000000000000000000000000","58871618149839894845619","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x87e2090283652685BD0cdf1c0e45263084C31e18","9900","10000","no_route","NO_ROUTE","","NOT_APPLICABLE","NO","147179045374599737114","NOT_REACHED","no_route","","{""sellAsset"":null,""buyAsset"":null,""sellAmount"":null,""buyAmount"":null,""minBuyAmount"":null,""totalNetworkFee"":null,""integratorFee"":null,""zeroExFee"":null,""gasFee"":null,""integratorFees"":[],""integratorFeesOverflow"":false}","","","","","","","","","","","","","","","NO_ROUTE","matrix","","",""
"19","5272840","0x2a22c15dC16A13102B7d48Dbf765D493aED202B7","BOTAGENT","uniswap","2","0x8865a9b53b936c705e936b0d7f8e870d1fc61309","[{""protocol"":""uniswap"",""version"":2,""pool"":""0x8865a9b53b936c705e936b0d7f8e870d1fc61309""},{""protocol"":""uniswap"",""version"":4,""pool"":""0xa529348ffb0f41e034f27b22335e32913c586a6f57ee0fbf5ba17b063c5c115e""}]","BUY","0x0000000000000000000000000000000000000000","0x2a22c15dC16A13102B7d48Dbf765D493aED202B7","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","1250000000000","NOT_RUN_INSUFFICIENT_BALANCE","indicative","197346367117289494741709","{""sellAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""buyAsset"":""0x2a22c15dc16a13102b7d48dbf765d493aed202b7"",""sellAmount"":""500000000000000"",""buyAmount"":""197346367117289494741709"",""minBuyAmount"":""195392638082828328742074"",""totalNetworkFee"":""188566140746250"",""integratorFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""750000000000"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","197346367117289494741709","195392638082828328742074","195392638082828328742074","true","","0x0000000000001fF3684f28c67538d4D072C22734","500000000000000","0x64d896c35b7718d3d7f2fbf7dad0aabf4e2c63fb0f3c2f5c52acdb941a24f8b3","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747090"",""blockHash"":""0xe6149eaa4b8a32eaaa5d1ba31d8fa579b9d522feb17ab53a55a5a9484e4eebd2"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0x64d896c35b7718d3d7f2fbf7dad0aabf4e2c63fb0f3c2f5c52acdb941a24f8b3"",""gasLimit"":""693005"",""gasPrice"":""271755000"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""500000000000000"",""protectedOutput"":""195392638082828328742074"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"19","5272840","0x2a22c15dC16A13102B7d48Dbf765D493aED202B7","BOTAGENT","uniswap","2","0x8865a9b53b936c705e936b0d7f8e870d1fc61309","[{""protocol"":""uniswap"",""version"":2,""pool"":""0x8865a9b53b936c705e936b0d7f8e870d1fc61309""},{""protocol"":""uniswap"",""version"":4,""pool"":""0xa529348ffb0f41e034f27b22335e32913c586a6f57ee0fbf5ba17b063c5c115e""}]","SELL","0x2a22c15dC16A13102B7d48Dbf765D493aED202B7","0x0000000000000000000000000000000000000000","197346367117289494741709","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x2a22c15dC16A13102B7d48Dbf765D493aED202B7","9900","10000","no_route","NO_ROUTE","","NOT_APPLICABLE","NO","493365917793223736854","NOT_REACHED","no_route","","{""sellAsset"":null,""buyAsset"":null,""sellAmount"":null,""buyAmount"":null,""minBuyAmount"":null,""totalNetworkFee"":null,""integratorFee"":null,""zeroExFee"":null,""gasFee"":null,""integratorFees"":[],""integratorFeesOverflow"":false}","","","","","","","","","","","","","","","NO_ROUTE","matrix","","",""
"20","5272840","0x6112093A7638b56Eefddda55FeF8cf570710C710","PUGCOIN","uniswap","3","0x7f74f1a3bdd0f6cab331021a321ad827ef94bab7","[{""protocol"":""uniswap"",""version"":3,""pool"":""0x7f74f1a3bdd0f6cab331021a321ad827ef94bab7""}]","BUY","0x0000000000000000000000000000000000000000","0x6112093A7638b56Eefddda55FeF8cf570710C710","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","1250000000000","NOT_RUN_INSUFFICIENT_BALANCE","indicative","425085672599389862410584","{""sellAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""buyAsset"":""0x6112093a7638b56eefddda55fef8cf570710c710"",""sellAmount"":""500000000000000"",""buyAmount"":""425085672599389862410584"",""minBuyAmount"":""420877324440655902772141"",""totalNetworkFee"":""365993813853000"",""integratorFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""750000000000"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","425835649180312632801058","421619876253427537735280","421619876253427537735280","true","","0x0000000000001fF3684f28c67538d4D072C22734","500000000000000","0x0664e31148dcf58b0f9543d51b4d5c9ae756779a934289176946f91c8438d741","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747105"",""blockHash"":""0x39f25bd233fe3f3dc6606468497509f77b817391a1490db0e5594b090c49744e"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0x0664e31148dcf58b0f9543d51b4d5c9ae756779a934289176946f91c8438d741"",""gasLimit"":""784035"",""gasPrice"":""272099250"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""500000000000000"",""protectedOutput"":""421619876253427537735280"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"20","5272840","0x6112093A7638b56Eefddda55FeF8cf570710C710","PUGCOIN","uniswap","3","0x7f74f1a3bdd0f6cab331021a321ad827ef94bab7","[{""protocol"":""uniswap"",""version"":3,""pool"":""0x7f74f1a3bdd0f6cab331021a321ad827ef94bab7""}]","SELL","0x6112093A7638b56Eefddda55FeF8cf570710C710","0x0000000000000000000000000000000000000000","425085672599389862410584","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x6112093A7638b56Eefddda55FeF8cf570710C710","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","1062714181498474656026","NOT_RUN_INSUFFICIENT_BALANCE","indicative","477738409190005","{""sellAsset"":""0x6112093a7638b56eefddda55fef8cf570710c710"",""buyAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""sellAmount"":""425085672599389862410584"",""buyAmount"":""477738409190005"",""minBuyAmount"":""473001693866038"",""totalNetworkFee"":""126842073876000"",""integratorFee"":{""asset"":""0x6112093a7638b56eefddda55fef8cf570710c710"",""amount"":""1062714181498474656026"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""717684139997"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0x6112093a7638b56eefddda55fef8cf570710c710"",""amount"":""1062714181498474656026"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","477738409190005","473001693866038","473001693866038","true","0x0000000000001fF3684f28c67538d4D072C22734","0x0000000000001fF3684f28c67538d4D072C22734","0","0x2ee4cb7a2949705c42fe73a8d35e6553684dbd0afc0efb5d563fbf4af51b6eb7","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747115"",""blockHash"":""0x1dfb4361d15620dbff7428b1813968aef724d60e4e8644e534b393a4229cb9f9"",""balanceSlot"":""0xf043c50fe795c69f30b8ff78b84032dc53a9d87ca283ae10a1dacfbb648e83ef"",""allowanceSlot"":""0x8633cf2d93cf08d5beab4385c45958edebafa053650c03b0a14121e3dde9d80f"",""allowanceSpender"":""0x0000000000001fF3684f28c67538d4D072C22734"",""allowanceAtomic"":""425085672599389862410584"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0x2ee4cb7a2949705c42fe73a8d35e6553684dbd0afc0efb5d563fbf4af51b6eb7"",""gasLimit"":""464996"",""gasPrice"":""272099250"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""0"",""protectedOutput"":""473001693866038"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"21","5272840","0xE9E5CfdCA8fbEe1f68A7C92D7316331d1aaB5Fb9","CATCH","uniswap","4","0x17f7098f5129838d5a72a2b9d842c1000b6011a222b15965dcfd749a2fc97d7b","[{""protocol"":""uniswap"",""version"":4,""pool"":""0x17f7098f5129838d5a72a2b9d842c1000b6011a222b15965dcfd749a2fc97d7b""}]","BUY","0x0000000000000000000000000000000000000000","0xE9E5CfdCA8fbEe1f68A7C92D7316331d1aaB5Fb9","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","1250000000000","NOT_RUN_INSUFFICIENT_BALANCE","indicative","6930250991214519805327","{""sellAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""buyAsset"":""0xe9e5cfdca8fbee1f68a7c92d7316331d1aab5fb9"",""sellAmount"":""500000000000000"",""buyAmount"":""6930250991214519805327"",""minBuyAmount"":""6861641506401496053980"",""totalNetworkFee"":""104263990506000"",""integratorFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""750000000000"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""1250000000000"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","6930250991214519805327","6861641506401496053980","6861641506401496053980","true","","0x0000000000001fF3684f28c67538d4D072C22734","500000000000000","0xf1d46cb0cfbd714a0678b7427f6708f1dffbdfa947201000aaa076dae245e540","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747129"",""blockHash"":""0x2e4b1595dc10f694af634d246d7458e688a370e87af56eb1dea421153f05a847"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0xf1d46cb0cfbd714a0678b7427f6708f1dffbdfa947201000aaa076dae245e540"",""gasLimit"":""382214"",""gasPrice"":""272254500"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""500000000000000"",""protectedOutput"":""6861641506401496053980"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
"21","5272840","0xE9E5CfdCA8fbEe1f68A7C92D7316331d1aaB5Fb9","CATCH","uniswap","4","0x17f7098f5129838d5a72a2b9d842c1000b6011a222b15965dcfd749a2fc97d7b","[{""protocol"":""uniswap"",""version"":4,""pool"":""0x17f7098f5129838d5a72a2b9d842c1000b6011a222b15965dcfd749a2fc97d7b""}]","SELL","0xE9E5CfdCA8fbEe1f68A7C92D7316331d1aaB5Fb9","0x0000000000000000000000000000000000000000","6930250991214519805327","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0xE9E5CfdCA8fbEe1f68A7C92D7316331d1aaB5Fb9","9900","10000","FIRM_RETURNED","ROUTABLE","","NOT_APPLICABLE","NO","17325627478036299513","NOT_RUN_INSUFFICIENT_BALANCE","indicative","466638284869285","{""sellAsset"":""0xe9e5cfdca8fbee1f68a7c92d7316331d1aab5fb9"",""buyAsset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""sellAmount"":""6930250991214519805327"",""buyAmount"":""466638284869285"",""minBuyAmount"":""462011625860566"",""totalNetworkFee"":""103495398630750"",""integratorFee"":{""asset"":""0xe9e5cfdca8fbee1f68a7c92d7316331d1aab5fb9"",""amount"":""17325627478036299513"",""type"":""volume""},""zeroExFee"":{""asset"":""0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee"",""amount"":""701008940724"",""type"":""volume""},""gasFee"":null,""integratorFees"":[{""asset"":""0xe9e5cfdca8fbee1f68a7c92d7316331d1aab5fb9"",""amount"":""17325627478036299513"",""type"":""volume""}],""integratorFeesOverflow"":false}","0","466638284869285","462011625860566","462011625860566","true","0x0000000000001fF3684f28c67538d4D072C22734","0x0000000000001fF3684f28c67538d4D072C22734","0","0x4852cd991b694029699a8483605328f4f1919ca288df6382555a993fe04392d5","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","{""status"":""PASS"",""mode"":""ETH_CALL_EPHEMERAL_FUNDING"",""walletAuthority"":false,""blockNumber"":""57747140"",""blockHash"":""0xd250ab53b5d4e54a7eedfdfd6d7b37c643cf842c82e5ada06c643e120d815ab8"",""balanceSlot"":""0xf043c50fe795c69f30b8ff78b84032dc53a9d87ca283ae10a1dacfbb648e83ef"",""allowanceSlot"":""0x8633cf2d93cf08d5beab4385c45958edebafa053650c03b0a14121e3dde9d80f"",""allowanceSpender"":""0x0000000000001fF3684f28c67538d4D072C22734"",""allowanceAtomic"":""6930250991214519805327"",""errorCode"":null,""errorSelector"":null,""calldataHash"":""0x4852cd991b694029699a8483605328f4f1919ca288df6382555a993fe04392d5"",""gasLimit"":""380359"",""gasPrice"":""272781000"",""transactionTarget"":""0x0000000000001fF3684f28c67538d4D072C22734"",""transactionValue"":""0"",""protectedOutput"":""462011625860566"",""exactEnvelopePreserved"":true}","FIRM_VERIFIED","matrix","","",""
