"sampleIndex","randomSeed","assetContract","tokenSymbol","canonicalProtocol","canonicalVersion","canonicalPool","allCanonicalEvidence","direction","inputAsset","outputAsset","testAmount","recipient","chainId","provider","rmtFeeBps","feeAsset","providerSlippagePpm","maximumUserSlippagePpm","zeroXRouteStatus","zeroXQuoteStatus","allowanceTarget","transactionTarget","protectedOutput","readOnlySimulationStatus","errorClassification","indicativeExpectedOutput","expectedOutput","providerReportedMinimum","executableBound","transactionValue","calldataHash","settlerTarget","settlerRuntimeHash","targetRuntimeHash","firmStatus","approvalKind","approvalAmount","approvalSpender","fundedSimulation"
"1","5272840","0xCCc331D2F8e102A606e1FfF194E65ea9BEd767c2","LIG","uniswap","2","0x4c8c4110aa2bc9a75eb95e6cd7426fbd73680336","[{\"protocol\":\"uniswap\",\"version\":2,\"pool\":\"0x4c8c4110aa2bc9a75eb95e6cd7426fbd73680336\"}]","BUY","0x0000000000000000000000000000000000000000","0xCCc331D2F8e102A606e1FfF194E65ea9BEd767c2","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","ROUTABLE","FIRM_RETURNED","","0x0000000000001fF3684f28c67538d4D072C22734","20721239297360455429008","NOT_RUN_INSUFFICIENT_BALANCE","insufficient_balance","20928430761903298088735","20928430761903298088735","20721239297360455429008","true","500000000000000","0x0f073e351c0448201ecebd2b3e13d243978a2cff9ee28809ba2aaf32cd59a9a6","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","","","","{\"status\":\"PASS\",\"mode\":\"ETH_CALL_EPHEMERAL_FUNDING\",\"walletAuthority\":false,\"blockNumber\":\"57644199\",\"blockHash\":\"0x0363ff664a6779c5e7d984bfd111d46cc28964d6f08562e1f6bc5cd3451b58fa\",\"errorCode\":null,\"errorSelector\":null,\"calldataHash\":\"0x0f073e351c0448201ecebd2b3e13d243978a2cff9ee28809ba2aaf32cd59a9a6\",\"gasLimit\":\"326499\",\"gasPrice\":\"282937500\",\"transactionTarget\":\"0x0000000000001fF3684f28c67538d4D072C22734\",\"transactionValue\":\"500000000000000\",\"protectedOutput\":\"20721239297360455429008\",\"exactEnvelopePreserved\":true}"
"1","5272840","0xCCc331D2F8e102A606e1FfF194E65ea9BEd767c2","LIG","uniswap","2","0x4c8c4110aa2bc9a75eb95e6cd7426fbd73680336","[{\"protocol\":\"uniswap\",\"version\":2,\"pool\":\"0x4c8c4110aa2bc9a75eb95e6cd7426fbd73680336\"}]","SELL","0xCCc331D2F8e102A606e1FfF194E65ea9BEd767c2","0x0000000000000000000000000000000000000000","20928430761903298088735","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0xCCc331D2F8e102A606e1FfF194E65ea9BEd767c2","9900","10000","OTHER_EXACT_CLASSIFICATION","invalid_response","","","","NOT_REACHED","invalid_response","","","","","","","","","","","","","",""
"2","5272840","0x612e0cBfA113127Ec1cfd2c1ABddCa9a9121E8E6","MONI","uniswap","3","0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e","[{\"protocol\":\"uniswap\",\"version\":3,\"pool\":\"0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x044b99dbc9c1032eef7497487629f3e57a5757a30723720bb6e2ac7cfc61b264\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x375c815ee0a155bb6c7fac47099bb7a934df6fb5b24ea11beb49d7f1da62f13e\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x8fe6c20dc7847d02bdc638057b154cf560098b5ab3f38200568fff3f2084f58c\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0xc2a7585ba7b15acd40b9a8bccbd80772f9db5197ccf9ca1685b22fa1511e2054\"}]","BUY","0x0000000000000000000000000000000000000000","0x612e0cBfA113127Ec1cfd2c1ABddCa9a9121E8E6","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","ROUTABLE","FIRM_RETURNED","","0x0000000000001fF3684f28c67538d4D072C22734","109014386533452909413014","NOT_RUN_INSUFFICIENT_BALANCE","insufficient_balance","110104420294367144141463","110104420294367144141463","109014386533452909413014","true","500000000000000","0x55562c3efafbb6235612dfcd9792db5bac271a1afbb3f8c8e3a33d58b5cc8af0","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","","","","{\"status\":\"PASS\",\"mode\":\"ETH_CALL_EPHEMERAL_FUNDING\",\"walletAuthority\":false,\"blockNumber\":\"57644209\",\"blockHash\":\"0x7505f470833c16b797f18ffc119133ab8baac2025c80202a23f8d75b26e6f0ff\",\"errorCode\":null,\"errorSelector\":null,\"calldataHash\":\"0x55562c3efafbb6235612dfcd9792db5bac271a1afbb3f8c8e3a33d58b5cc8af0\",\"gasLimit\":\"443513\",\"gasPrice\":\"282658500\",\"transactionTarget\":\"0x0000000000001fF3684f28c67538d4D072C22734\",\"transactionValue\":\"500000000000000\",\"protectedOutput\":\"109014386533452909413014\",\"exactEnvelopePreserved\":true}"
"2","5272840","0x612e0cBfA113127Ec1cfd2c1ABddCa9a9121E8E6","MONI","uniswap","3","0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e","[{\"protocol\":\"uniswap\",\"version\":3,\"pool\":\"0x2ca89520e03aa5a41e48146cf928fc462a6d5c7e\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x044b99dbc9c1032eef7497487629f3e57a5757a30723720bb6e2ac7cfc61b264\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x375c815ee0a155bb6c7fac47099bb7a934df6fb5b24ea11beb49d7f1da62f13e\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x8fe6c20dc7847d02bdc638057b154cf560098b5ab3f38200568fff3f2084f58c\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0xc2a7585ba7b15acd40b9a8bccbd80772f9db5197ccf9ca1685b22fa1511e2054\"}]","SELL","0x612e0cBfA113127Ec1cfd2c1ABddCa9a9121E8E6","0x0000000000000000000000000000000000000000","110104420294367144141463","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x612e0cBfA113127Ec1cfd2c1ABddCa9a9121E8E6","9900","10000","OTHER_EXACT_CLASSIFICATION","invalid_response","","","","NOT_REACHED","invalid_response","","","","","","","","","","","","","",""
"3","5272840","0x8Cd80C0e24D20c2081eb0234083C39a1c36eCdcc","VANTRA","uniswap","4","0x55a88af4c7d3b81d788328384eeb553319005184ec554b79ad92ef475b151649","[{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x55a88af4c7d3b81d788328384eeb553319005184ec554b79ad92ef475b151649\"}]","BUY","0x0000000000000000000000000000000000000000","0x8Cd80C0e24D20c2081eb0234083C39a1c36eCdcc","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","ROUTABLE","FIRM_RETURNED","","0x0000000000001fF3684f28c67538d4D072C22734","129323402406653605123096","NOT_RUN_INSUFFICIENT_BALANCE","insufficient_balance","130616505814214326961240","130616505814214326961240","129323402406653605123096","true","500000000000000","0x7defbb3135ce725dc431b505e577f0beb40d0a1a404e017d4d330d9374a76c13","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","","","","{\"status\":\"PASS\",\"mode\":\"ETH_CALL_EPHEMERAL_FUNDING\",\"walletAuthority\":false,\"blockNumber\":\"57644215\",\"blockHash\":\"0x38f9716d4f3e8effac61e6130fccd983e4dd203bdf021afcdfa9a498abd9a149\",\"errorCode\":null,\"errorSelector\":null,\"calldataHash\":\"0x7defbb3135ce725dc431b505e577f0beb40d0a1a404e017d4d330d9374a76c13\",\"gasLimit\":\"374923\",\"gasPrice\":\"283124250\",\"transactionTarget\":\"0x0000000000001fF3684f28c67538d4D072C22734\",\"transactionValue\":\"500000000000000\",\"protectedOutput\":\"129323402406653605123096\",\"exactEnvelopePreserved\":true}"
"3","5272840","0x8Cd80C0e24D20c2081eb0234083C39a1c36eCdcc","VANTRA","uniswap","4","0x55a88af4c7d3b81d788328384eeb553319005184ec554b79ad92ef475b151649","[{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0x55a88af4c7d3b81d788328384eeb553319005184ec554b79ad92ef475b151649\"}]","SELL","0x8Cd80C0e24D20c2081eb0234083C39a1c36eCdcc","0x0000000000000000000000000000000000000000","130616505814214326961240","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x8Cd80C0e24D20c2081eb0234083C39a1c36eCdcc","9900","10000","ROUTABLE","FIRM_RETURNED","0x0000000000001fF3684f28c67538d4D072C22734","0x0000000000001fF3684f28c67538d4D072C22734","443023236279440","NOT_RUN_INSUFFICIENT_BALANCE","insufficient_balance","447459742489400","447459742489400","443023236279440","true","0","0xd2cb6983bc80246d83eba9e6755feae64713a135c273e7a3e388c58348bb65ff","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","erc20_to_allowance_holder","130616505814214326961240","0x0000000000001fF3684f28c67538d4D072C22734","{\"status\":\"UNSUPPORTED_TOKEN_STORAGE_LAYOUT\",\"mode\":\"ETH_CALL_EPHEMERAL_FUNDING\",\"walletAuthority\":false,\"blockNumber\":\"57644225\",\"blockHash\":\"0x020a7cef110002abbfe4842544b724c52edfcb28c91ef2fb21d3eec66c836576\"}"
"4","5272840","0x2Ac3C85721a27634a1da7113d6894E6AE392291E","ROOT","uniswap","2","0xa0dfb4cb06cf8d6409fdc9b254ed093d47f9275f","[{\"protocol\":\"uniswap\",\"version\":2,\"pool\":\"0xa0dfb4cb06cf8d6409fdc9b254ed093d47f9275f\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0xd30b8486cfb096830a3adaa4472fcb99646f586bd9ad5a4eaac71c214f9250ad\"}]","BUY","0x0000000000000000000000000000000000000000","0x2Ac3C85721a27634a1da7113d6894E6AE392291E","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","ROUTABLE","FIRM_RETURNED","","0x0000000000001fF3684f28c67538d4D072C22734","197277098919006850204218","NOT_RUN_INSUFFICIENT_BALANCE","insufficient_balance","199249670658526260181603","199249670658526260181603","197277098919006850204218","true","500000000000000","0x7fa07fd2b1ba08f35050f11db03b3937e588f82db1a1108905133a95aab52391","0x39b38686A19836Ac10162c490E4558e120CbBE5f","0xb6c0bf3b83bc9ae4f6ed65a4f5f6c188eb3e4258d8d3b3705dff4ac02ed4a966","0x99f5e8edaceacfdd183eb5f1da8a7757b322495b80cf7928db289a1b1a09f799","insufficient_balance","","","","{\"status\":\"PASS\",\"mode\":\"ETH_CALL_EPHEMERAL_FUNDING\",\"walletAuthority\":false,\"blockNumber\":\"57644249\",\"blockHash\":\"0x9ad128329809f7aac62d371484cf689b433aba3e61095ff234ee2f1033de50ba\",\"errorCode\":null,\"errorSelector\":null,\"calldataHash\":\"0x7fa07fd2b1ba08f35050f11db03b3937e588f82db1a1108905133a95aab52391\",\"gasLimit\":\"700758\",\"gasPrice\":\"282658500\",\"transactionTarget\":\"0x0000000000001fF3684f28c67538d4D072C22734\",\"transactionValue\":\"500000000000000\",\"protectedOutput\":\"197277098919006850204218\",\"exactEnvelopePreserved\":true}"
"4","5272840","0x2Ac3C85721a27634a1da7113d6894E6AE392291E","ROOT","uniswap","2","0xa0dfb4cb06cf8d6409fdc9b254ed093d47f9275f","[{\"protocol\":\"uniswap\",\"version\":2,\"pool\":\"0xa0dfb4cb06cf8d6409fdc9b254ed093d47f9275f\"},{\"protocol\":\"uniswap\",\"version\":4,\"pool\":\"0xd30b8486cfb096830a3adaa4472fcb99646f586bd9ad5a4eaac71c214f9250ad\"}]","SELL","0x2Ac3C85721a27634a1da7113d6894E6AE392291E","0x0000000000000000000000000000000000000000","199249670658526260181603","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x2Ac3C85721a27634a1da7113d6894E6AE392291E","9900","10000","NO_ROUTE","no_route","","","","NOT_REACHED","no_route","","","","","","","","","","","","","",""
"5","5272840","0x4f30C9e39a72c432e115f8c9EDFb0F984048C155","のリス","uniswap","3","0x67fff4924a13d5ee7e9389acd4f9e4c439357855","[{\"protocol\":\"uniswap\",\"version\":3,\"pool\":\"0x67fff4924a13d5ee7e9389acd4f9e4c439357855\"}]","BUY","0x0000000000000000000000000000000000000000","0x4f30C9e39a72c432e115f8c9EDFb0F984048C155","500000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x0000000000000000000000000000000000000000","9900","10000","NO_ROUTE","no_route","","","","NOT_REACHED","no_route","","","","","","","","","","","","","",""
"5","5272840","0x4f30C9e39a72c432e115f8c9EDFb0F984048C155","のリス","uniswap","3","0x67fff4924a13d5ee7e9389acd4f9e4c439357855","[{\"protocol\":\"uniswap\",\"version\":3,\"pool\":\"0x67fff4924a13d5ee7e9389acd4f9e4c439357855\"}]","SELL","0x4f30C9e39a72c432e115f8c9EDFb0F984048C155","0x0000000000000000000000000000000000000000","1000000000000000000","0x1111111111111111111111111111111111111111","4663","zero-x-swap","25","0x4f30C9e39a72c432e115f8c9EDFb0F984048C155","9900","10000","NO_ROUTE","no_route","","","","NOT_REACHED","no_route","","","","","","","","","","","","","",""
